This report was generated on 03-Jan-2020  11:46:26.

* = already updated

Compounds


132 Compounds have structure differences between ChlamyCyc and MetaCyc.
 	ID	Name	Slot	ChlamyCyc Value	MetaCyc Value	
	GDP-TP	pppGpp	((CHEBI "16690" NIL |kothari| 3594051087 NIL NIL) (BIGG "gdptp" NIL |kothari| 3661824226 NIL NIL) (HMDB "HMDB60480" NIL |kothari| 3608601838 NIL NIL) (CHEBI "5566" NIL |kothari| 3594051087 NIL NIL) (BIGG "43927" NIL |kothari| 3584718837 NIL NIL) (PUBCHEM "46173549" NIL |taltman| 3497976212 NIL NIL) (LIGAND-CPD "C04494" NIL |kr| 3346617698 NIL NIL))	((CHEBI "142410" NIL |kothari| 3760050701 NIL NIL) (PUBCHEM "135398628" NIL |kothari| 3760047716 NIL NIL) (BIGG "gdptp" NIL |kothari| 3661824226 NIL NIL) (HMDB "HMDB60480" NIL |kothari| 3608601838 NIL NIL) (LIGAND-CPD "C04494" NIL |kr| 3346617698 NIL NIL))	
	IMP	IMP	((REFMET "IMP" NIL |midford| 3701443689 NIL NIL) (BIGG "imp" NIL |kothari| 3661824225 NIL NIL) (METABOLIGHTS "MTBLC58053" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00175" NIL |kothari| 3608602193 NIL NIL) (BIGG "33960" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "5482599" NIL |kothari| 3563631939 NIL NIL) (CHEBI "58053" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "7140378" NIL |taltman| 3466375285 NIL NIL) (CAS "131-99-7") (LIGAND-CPD "C00130" NIL |sreddy| 3298327139 NIL NIL))	((PUBCHEM "135398639" NIL |kothari| 3760047716 NIL NIL) (REFMET "IMP" NIL |midford| 3701443689 NIL NIL) (BIGG "imp" NIL |kothari| 3661824225 NIL NIL) (METABOLIGHTS "MTBLC58053" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00175" NIL |kothari| 3608602193 NIL NIL) (CHEMSPIDER "5482599" NIL |kothari| 3563631939 NIL NIL) (CHEBI "58053" NIL |ong| 3523630741 NIL NIL) (CAS "131-99-7") (LIGAND-CPD "C00130" NIL |sreddy| 3298327139 NIL NIL))	
	TROPINONE	tropinone	((REFMET "Tropinone" NIL |midford| 3701443689 NIL NIL) (PUBCHEM "698003" NIL |kothari| 3651883220 NIL NIL) (CHEBI "57851" NIL |kothari| 3651889255 NIL NIL) (CHEBI "9760" NIL |kothari| 3594051466 NIL NIL) (CHEMSPIDER "2789160" NIL |kothari| 3563632193 NIL NIL) (PUBCHEM "3551155" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C00783" NIL |kr| 3410284650 NIL NIL) (NCI "118012") (CAS "532-24-1"))	((REFMET "Tropinone" NIL |midford| 3701443689 NIL NIL) (CHEBI "57851" NIL |kothari| 3651889255 NIL NIL) (PUBCHEM "698003" NIL |kothari| 3651883220 NIL NIL) (CHEMSPIDER "2789160" NIL |kothari| 3563632193 NIL NIL) (LIGAND-CPD "C00783" NIL |kr| 3410284650 NIL NIL) (NCI "118012") (CAS "532-24-1"))	
	CPD-4702	4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol	((PUBCHEM "90659076" NIL |kothari| 3641818093 NIL NIL) (PUBCHEM "25202998" NIL |taltman| 3466375284 NIL NIL))	((PUBCHEM "90659076" NIL |kothari| 3641818093 NIL NIL))	
	3-HYDROHYDROXYPHOSPHORYLPYRUVATE	3-(hydroxyphosphinoyl)pyruvate	((CHEMSPIDER "10306741" NIL |kothari| 3563631794 NIL NIL) (CHEBI "58348" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "21722341" NIL |taltman| 3466375285 NIL NIL) (LIGAND-CPD "C06368" NIL |kr| 3410284649 NIL NIL) (CAS "144705-32-8"))	((CHEMSPIDER "10306741" NIL |kothari| 3563631794 NIL NIL) (CHEBI "58348" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "21722341" NIL |taltman| 3466375285 NIL NIL) (LIGAND-CPD "C06368" NIL |kr| 3410284649 NIL NIL))	
	L-1-GLYCERO-PHOSPHORYLCHOLINE	<i>sn</i>-glycero-3-phosphocholine	((REFMET "sn-glycero-3-phosphocholine" NIL |midford| 3697479617 NIL NIL) (CHEBI "55397" NIL |taltman| 3498180761 NIL NIL) (LIGAND-CPD "D07349" NIL |ong| 3535722998 NIL NIL) (BIGG "g3pc" NIL |kothari| 3661824226 NIL NIL) (CHEBI "16870" NIL |taltman| 3498180761 NIL NIL) (LIGAND-CPD "D07349" NIL |kothari| 3619443260 NIL NIL) (PUBCHEM "657272" NIL |taltman| 3497976212 NIL NIL))	((REFMET "sn-glycero-3-phosphocholine" NIL |midford| 3697479617 NIL NIL) (BIGG "g3pc" NIL |kothari| 3661824226 NIL NIL) (CHEBI "16870" NIL |taltman| 3498180761 NIL NIL) (LIGAND-CPD "D07349" NIL |kothari| 3619443260 NIL NIL) (PUBCHEM "657272" NIL |taltman| 3497976212 NIL NIL))	
	6-PYRUVOYL-5678-TETRAHYDROPTERIN	(6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin	((CHEBI "136564" NIL |caspi| 3698691063 NIL NIL) (PUBCHEM "644062" NIL |kothari| 3641818093 NIL NIL) (METABOLIGHTS "MTBLC17804" NIL |kothari| 3608996960 NIL NIL) (HMDB "HMDB01195" NIL |kothari| 3594494450 NIL NIL) (CHEMSPIDER "114280" NIL |kothari| 3563632278 NIL NIL) (CHEBI "17804" NIL |ong| 3523630741 NIL NIL) (LIGAND-CPD "C03684" NIL |taltman| 3459474374 NIL NIL))	((PUBCHEM "135440065" NIL |kothari| 3760047716 NIL NIL) (CHEBI "136564" NIL |caspi| 3698691063 NIL NIL) (METABOLIGHTS "MTBLC17804" NIL |kothari| 3608996960 NIL NIL) (HMDB "HMDB01195" NIL |kothari| 3594494450 NIL NIL) (CHEMSPIDER "114280" NIL |kothari| 3563632278 NIL NIL) (LIGAND-CPD "C03684" NIL |taltman| 3459474374 NIL NIL))	
	CPD-4	molybdopterin	((PUBCHEM "45266731" NIL |kothari| 3641818093 NIL NIL) (CHEBI "44074" NIL |kothari| 3541945702 NIL NIL) (HMDB "HMDB02206" NIL |kothari| 3608602299 NIL NIL) (CHEBI "58698" NIL |kothari| 3608037944 NIL NIL) (LIGAND-CPD "C05924" NIL |kothari| 3541945702 NIL NIL) (PUBCHEM "25246265" NIL |taltman| 3466375285 NIL NIL))	((PUBCHEM "135398580" NIL |kothari| 3760047716 NIL NIL) (HMDB "HMDB02206" NIL |kothari| 3608602299 NIL NIL) (CHEBI "58698" NIL |kothari| 3608037944 NIL NIL) (LIGAND-CPD "C05924" NIL |kothari| 3541945702 NIL NIL))	
	XYLITOL	xylitol	((PUBCHEM "44237323" NIL |taltman| 3466375284 NIL NIL) (METABOLIGHTS "MTBLC17151" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB02917" NIL |kothari| 3594494379 NIL NIL) (DRUGBANK "DB01904" NIL |kothari| 3594430407 NIL NIL) (|Wikipedia| "Xylitol" NIL |caspi| 3585429417 NIL NIL) (CHEMSPIDER "6646" NIL |kothari| 3563632706 NIL NIL) (CHEBI "17151" NIL |taltman| 3452438184 NIL NIL) (PUBCHEM "6912" NIL |taltman| 3451921010 NIL NIL) (LIGAND-CPD "C00379" NIL |kaipa| 3311532625 NIL NIL) (CAS "87-99-0"))	((METABOLIGHTS "MTBLC17151" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB02917" NIL |kothari| 3594494379 NIL NIL) (DRUGBANK "DB01904" NIL |kothari| 3594430407 NIL NIL) (|Wikipedia| "Xylitol" NIL |caspi| 3585429417 NIL NIL) (CHEMSPIDER "6646" NIL |kothari| 3563632706 NIL NIL) (CHEBI "17151" NIL |taltman| 3452438184 NIL NIL) (PUBCHEM "6912" NIL |taltman| 3451921010 NIL NIL) (LIGAND-CPD "C00379" NIL |kaipa| 3311532625 NIL NIL) (CAS "87-99-0"))	
	CPD0-2244	(<i>S</i>)-3-hydroxydecanoyl-CoA	((REFMET "3-hydroxydecanoyl-CoA" NIL |midford| 3701443689 NIL NIL) (BIGG "3hdcoa" NIL |kothari| 3661824226 NIL NIL) (HMDB "HMDB03938" NIL |kothari| 3608602900 NIL NIL) (BIGG "45455" NIL |kothari| 3584718837 NIL NIL) (CHEBI "62616" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "49859629" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C05264" NIL |kothari| 3469458826 NIL NIL))	((REFMET "3-hydroxydecanoyl-CoA" NIL |midford| 3701443689 NIL NIL) (BIGG "3hdcoa" NIL |kothari| 3661824226 NIL NIL) (HMDB "HMDB03938" NIL |kothari| 3608602900 NIL NIL) (CHEBI "62616" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "49859629" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C05264" NIL |kothari| 3469458826 NIL NIL))	
	PHYTOSPINGOSINE	phytosphingosine	((REFMET "Phytosphingosine" NIL |midford| 3701443689 NIL NIL) (PUBCHEM "56927898" NIL |kothari| 3641818092 NIL NIL) (CHEBI "46961" NIL |kothari| 3456245188 NIL NIL) (HMDB "HMDB04610" NIL |kothari| 3608602528 NIL NIL) (CHEBI "64124" NIL |kothari| 3608037944 NIL NIL) (LIPID_MAPS "LMSP01030001" NIL |kothari| 3594492010 NIL NIL) (PUBCHEM "25203595" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C12144" NIL |kothari| 3456245188 NIL NIL))	((REFMET "Phytosphingosine" NIL |midford| 3701443689 NIL NIL) (PUBCHEM "56927898" NIL |kothari| 3641818092 NIL NIL) (HMDB "HMDB04610" NIL |kothari| 3608602528 NIL NIL) (CHEBI "64124" NIL |kothari| 3608037944 NIL NIL) (LIPID_MAPS "LMSP01030001" NIL |kothari| 3594492010 NIL NIL) (LIGAND-CPD "C12144" NIL |kothari| 3456245188 NIL NIL))	
	CPD-113	2,6-dihydroxypseudooxynicotine	((REFMET "2,6-dihydroxypseudooxynicotine" NIL |midford| 3701443689 NIL NIL) (PUBCHEM "90657453" NIL |kothari| 3641818093 NIL NIL) (CHEBI "66944" NIL |kothari| 3577646961 NIL NIL) (LIGAND-CPD "C15986" NIL |kr| 3410284649 NIL NIL))	((PUBCHEM "25201425" NIL |kothari| 3760047716 NIL NIL) (REFMET "2,6-dihydroxypseudooxynicotine" NIL |midford| 3701443689 NIL NIL) (CHEBI "66944" NIL |kothari| 3577646961 NIL NIL) (LIGAND-CPD "C15986" NIL |kr| 3410284649 NIL NIL))	
	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	(2<i>R</i>,3<i>S</i>)-3-isopropylmalate	((BIGG "3c2hmp" NIL |kothari| 3661824225 NIL NIL) (HMDB "HMDB12156" NIL |kothari| 3608601634 NIL NIL) (BIGG "43761" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "5256741" NIL |kothari| 3563631975 NIL NIL) (PUBCHEM "6857402" NIL |taltman| 3466375285 NIL NIL) (CHEBI "35121" NIL |caspi| 3459702724 NIL NIL) (LIGAND-CPD "C04411" NIL |kr| 3346617701 NIL NIL))	((BIGG "3c2hmp" NIL |kothari| 3661824225 NIL NIL) (HMDB "HMDB12156" NIL |kothari| 3608601634 NIL NIL) (CHEMSPIDER "5256741" NIL |kothari| 3563631975 NIL NIL) (PUBCHEM "6857402" NIL |taltman| 3466375285 NIL NIL) (CHEBI "35121" NIL |caspi| 3459702724 NIL NIL) (LIGAND-CPD "C04411" NIL |kr| 3346617701 NIL NIL))	
	GLYCERATE	(<i>R</i>)-glycerate	((REFMET "Glyceric acid" NIL |midford| 3701443689 NIL NIL) (BIGG "glyc__R" NIL |kothari| 3661871748 NIL NIL) (METABOLIGHTS "MTBLC16659" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00139" NIL |kothari| 3594494374 NIL NIL) (BIGG "34424" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "4573914" NIL |kothari| 3563632032 NIL NIL) (CHEBI "16659" NIL |taltman| 3498180761 NIL NIL) (PUBCHEM "5460358" NIL |taltman| 3497976212 NIL NIL) (CAS "473-81-4" NIL |kr| 3346617700 NIL NIL) (LIGAND-CPD "C00258" NIL |kr| 3346617700 NIL NIL) (CAS "6000-40-4"))	((REFMET "Glyceric acid" NIL |midford| 3701443689 NIL NIL) (BIGG "glyc__R" NIL |kothari| 3661871748 NIL NIL) (METABOLIGHTS "MTBLC16659" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00139" NIL |kothari| 3594494374 NIL NIL) (CHEMSPIDER "4573914" NIL |kothari| 3563632032 NIL NIL) (CHEBI "16659" NIL |taltman| 3498180761 NIL NIL) (PUBCHEM "5460358" NIL |taltman| 3497976212 NIL NIL) (CAS "473-81-4" NIL |kr| 3346617700 NIL NIL) (LIGAND-CPD "C00258" NIL |kr| 3346617700 NIL NIL) (CAS "6000-40-4"))	
	CPD-14736	L-kynurenine	((REFMET "Kynurenine" NIL |midford| 3697479617 NIL NIL) (PUBCHEM "6971029" NIL |kothari| 3641818092 NIL NIL) (METABOLIGHTS "MTBLC57959" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00684" NIL |kothari| 3608597114 NIL NIL) (CAS "343-65-7") (LIGAND-CPD "C01718" NIL |kr| 3410284649 NIL NIL) (PUBCHEM "25245862" NIL |taltman| 3466375285 NIL NIL) (CHEBI "57959" NIL |kothari| 3556227381 NIL NIL))	((REFMET "Kynurenine" NIL |midford| 3697479617 NIL NIL) (PUBCHEM "6971029" NIL |kothari| 3641818092 NIL NIL) (METABOLIGHTS "MTBLC57959" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00684" NIL |kothari| 3608597114 NIL NIL) (CAS "343-65-7") (LIGAND-CPD "C01718" NIL |kr| 3410284649 NIL NIL) (CHEBI "57959" NIL |kothari| 3556227381 NIL NIL))	
	TDP	dTDP	((REFMET "dTDP" NIL |midford| 3701443689 NIL NIL) (BIGG "dtdp" NIL |kothari| 3661824226 NIL NIL) (METABOLIGHTS "MTBLC58369" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01274" NIL |kothari| 3608602370 NIL NIL) (BIGG "34750" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "19989845" NIL |kothari| 3563631810 NIL NIL) (CHEBI "58369" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "21124327" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C00363" NIL |kr| 3346617698 NIL NIL) (CAS "491-97-4"))	((REFMET "dTDP" NIL |midford| 3701443689 NIL NIL) (BIGG "dtdp" NIL |kothari| 3661824226 NIL NIL) (METABOLIGHTS "MTBLC58369" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01274" NIL |kothari| 3608602370 NIL NIL) (CHEMSPIDER "19989845" NIL |kothari| 3563631810 NIL NIL) (CHEBI "58369" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "21124327" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C00363" NIL |kr| 3346617698 NIL NIL) (CAS "491-97-4"))	
	COPROPORPHYRINOGEN_III	coproporphyrinogen III	((BIGG "cpppg3" NIL |kothari| 3661824226 NIL NIL) (METABOLIGHTS "MTBLC57309" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01261" NIL |kothari| 3608602042 NIL NIL) (BIGG "41515" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "20171552" NIL |kothari| 3563631814 NIL NIL) (CHEBI "57309" NIL |taltman| 3498180761 NIL NIL) (PUBCHEM "20849114" NIL |taltman| 3466375285 NIL NIL) (LIGAND-CPD "C03263" NIL |kr| 3346617700 NIL NIL) (CAS "2624-63-7"))	((BIGG "cpppg3" NIL |kothari| 3661824226 NIL NIL) (METABOLIGHTS "MTBLC57309" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01261" NIL |kothari| 3608602042 NIL NIL) (CHEMSPIDER "20171552" NIL |kothari| 3563631814 NIL NIL) (CHEBI "57309" NIL |taltman| 3498180761 NIL NIL) (PUBCHEM "20849114" NIL |taltman| 3466375285 NIL NIL) (LIGAND-CPD "C03263" NIL |kr| 3346617700 NIL NIL) (CAS "2624-63-7"))	
	THF	5,6,7,8-tetrahydrofolate	((BIGG "thf" NIL |kothari| 3661824225 NIL NIL) (METABOLIGHTS "MTBLC57453" NIL |kothari| 3608997167 NIL NIL) (HMDB "HMDB01846" NIL |kothari| 3608602059 NIL NIL) (CHEBI "57453" NIL |kothari| 3608044776 NIL NIL) (PUBCHEM "25790919" NIL |taltman| 3497976212 NIL NIL) (CAS "135-16-0" NIL |kr| 3346617701 NIL NIL) (LIGAND-CPD "C00101" NIL |kr| 3346617701 NIL NIL) (CAS "29347-89-5"))	((PUBCHEM "135398649" NIL |kothari| 3760047716 NIL NIL) (BIGG "thf" NIL |kothari| 3661824225 NIL NIL) (METABOLIGHTS "MTBLC57453" NIL |kothari| 3608997167 NIL NIL) (HMDB "HMDB01846" NIL |kothari| 3608602059 NIL NIL) (CHEBI "57453" NIL |kothari| 3608044776 NIL NIL) (CAS "135-16-0" NIL |kr| 3346617701 NIL NIL) (LIGAND-CPD "C00101" NIL |kr| 3346617701 NIL NIL) (CAS "29347-89-5"))	
	MESO-DIAMINOPIMELATE	<i>meso</i>-diaminopimelate	((REFMET "2,6-diaminopimelic acid" NIL |midford| 3697479617 NIL NIL) (BIGG "26dap__M" NIL |kothari| 3661871748 NIL NIL) (METABOLIGHTS "MTBLC57791" NIL |kothari| 3608991478 NIL NIL) (BIGG "35681" NIL |kothari| 3584718837 NIL NIL) (CHEBI "57791" NIL |taltman| 3498180761 NIL NIL) (PUBCHEM "1549101" NIL |taltman| 3466375285 NIL NIL) (LIGAND-CPD "C00680" NIL |kr| 3346617701 NIL NIL) (CAS "922-54-3"))	((REFMET "2,6-diaminopimelic acid" NIL |midford| 3697479617 NIL NIL) (BIGG "26dap__M" NIL |kothari| 3661871748 NIL NIL) (METABOLIGHTS "MTBLC57791" NIL |kothari| 3608991478 NIL NIL) (CHEBI "57791" NIL |taltman| 3498180761 NIL NIL) (PUBCHEM "1549101" NIL |taltman| 3466375285 NIL NIL) (LIGAND-CPD "C00680" NIL |kr| 3346617701 NIL NIL) (CAS "922-54-3"))	
	D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	D-erythro-imidazole-glycerol-phosphate	((BIGG "eig3p" NIL |kothari| 3661824226 NIL NIL) (HMDB "HMDB12208" NIL |kothari| 3608601715 NIL NIL) (BIGG "44288" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "4573672" NIL |kothari| 3563632049 NIL NIL) (CHEBI "58278" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "5459954" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C04666" NIL |kr| 3346617700 NIL NIL))	((BIGG "eig3p" NIL |kothari| 3661824226 NIL NIL) (HMDB "HMDB12208" NIL |kothari| 3608601715 NIL NIL) (CHEMSPIDER "4573672" NIL |kothari| 3563632049 NIL NIL) (CHEBI "58278" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "5459954" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C04666" NIL |kr| 3346617700 NIL NIL))	
	PYRUVATE	pyruvate	((REFMET "Pyruvic acid" NIL |midford| 3701443689 NIL NIL) (BIGG "pyr" NIL |kothari| 3661824225 NIL NIL) (LIGAND-CPD "c00022" NIL |kawakami| 3278871674 NIL NIL) (METABOLIGHTS "MTBLC15361" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00243" NIL |kothari| 3608602957 NIL NIL) (BIGG "33546" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "96901" NIL |kothari| 3563632303 NIL NIL) (PUBCHEM "107735" NIL |taltman| 3466375285 NIL NIL) (KNAPSACK "C00001200" NIL |achi1| 3445698172 NIL NIL) (CHEBI "15361" NIL |taltman| 3452363604 NIL NIL) (LIGAND-CPD "C00022" NIL |kr| 3346617699 NIL NIL) (CAS "127-17-3") (UM-BBD-CPD "c0159" NIL |kawakami| 3278871244 NIL NIL))	((REFMET "Pyruvic acid" NIL |midford| 3701443689 NIL NIL) (BIGG "pyr" NIL |kothari| 3661824225 NIL NIL) (METABOLIGHTS "MTBLC15361" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB00243" NIL |kothari| 3608602957 NIL NIL) (CHEMSPIDER "96901" NIL |kothari| 3563632303 NIL NIL) (PUBCHEM "107735" NIL |taltman| 3466375285 NIL NIL) (KNAPSACK "C00001200" NIL |achi1| 3445698172 NIL NIL) (CHEBI "15361" NIL |taltman| 3452363604 NIL NIL) (LIGAND-CPD "C00022" NIL |kr| 3346617699 NIL NIL) (CAS "127-17-3") (UM-BBD-CPD "c0159" NIL |kawakami| 3278871244 NIL NIL))	
	ACETOACETYL-COA	acetoacetyl-CoA	((REFMET "Acetoacetyl-CoA" NIL |midford| 3701443689 NIL NIL) (PUBCHEM "45266540" NIL |kothari| 3641818093 NIL NIL) (BIGG "aacoa" NIL |kothari| 3661824225 NIL NIL) (CHEBI "15345" NIL |kothari| 3494210264 NIL NIL) (METABOLIGHTS "MTBLC57286" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01484" NIL |kothari| 3608602835 NIL NIL) (CHEBI "57286" NIL |kothari| 3608037945 NIL NIL) (LIPID_MAPS "LMFA07050030" NIL |kothari| 3594492072 NIL NIL) (DRUGBANK "DB03059" NIL |kothari| 3594430475 NIL NIL) (BIGG "34646" NIL |kothari| 3584718837 NIL NIL) (KNAPSACK "C00007269" NIL |kothari| 3494210264 NIL NIL) (PUBCHEM "25245580" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C00332" NIL |kawakami| 3276027507 NIL NIL) (CAS "1420-36-6"))	((REFMET "Acetoacetyl-CoA" NIL |midford| 3701443689 NIL NIL) (BIGG "aacoa" NIL |kothari| 3661824225 NIL NIL) (PUBCHEM "45266540" NIL |kothari| 3641818093 NIL NIL) (METABOLIGHTS "MTBLC57286" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01484" NIL |kothari| 3608602835 NIL NIL) (CHEBI "57286" NIL |kothari| 3608037945 NIL NIL) (LIPID_MAPS "LMFA07050030" NIL |kothari| 3594492072 NIL NIL) (DRUGBANK "DB03059" NIL |kothari| 3594430475 NIL NIL) (KNAPSACK "C00007269" NIL |kothari| 3494210264 NIL NIL) (LIGAND-CPD "C00332" NIL |kawakami| 3276027507 NIL NIL) (CAS "1420-36-6"))	
	CPD-14202	L-<i>erythro</i>-7,8-dihydrobiopterin	((LIGAND-CPD "C02953" NIL |kothari| 3641825522 NIL NIL) (PUBCHEM "119055" NIL |kothari| 3619398484 NIL NIL) (CHEBI "43029" NIL |caspi| 3541515986 NIL NIL))	((PUBCHEM "135398687" NIL |kothari| 3760047716 NIL NIL) (LIGAND-CPD "C02953" NIL |kothari| 3641825522 NIL NIL) (CHEBI "43029" NIL |caspi| 3541515986 NIL NIL))	
	CPD-2841	azide	((CHEMSPIDER "22937" NIL |kothari| 3563632452 NIL NIL) (PUBCHEM "24530" NIL |taltman| 3466375284 NIL NIL) (CHEBI "29449" NIL |taltman| 3452363412 NIL NIL) (CAS "26628-22-8" NIL |caspi| 3298658670 NIL NIL))	((LIGAND-CPD "C19935" NIL |kothari| 3760049181 NIL NIL) (PUBCHEM "33558" NIL |kothari| 3760047716 NIL NIL) (CHEBI "29449" NIL |kothari| 3728316184 NIL NIL) (CHEMSPIDER "22937" NIL |kothari| 3563632452 NIL NIL) (CAS "26628-22-8" NIL |caspi| 3298658670 NIL NIL))	
	D-MYO-INOSITOL-1-MONOPHOSPHATE	1D-<i>myo</i>-inositol 1-monophosphate	((BIGG "mi1p__D" NIL |kothari| 3661871748 NIL NIL) (METABOLIGHTS "MTBLC58433" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB02985" NIL |kothari| 3608602027 NIL NIL) (BIGG "1484840" NIL |kothari| 3584718837 NIL NIL) (CHEMSPIDER "16744063" NIL |kothari| 3563632085 NIL NIL) (CHEBI "58433" NIL |taltman| 3498180761 NIL NIL) (KNAPSACK "C00007483" NIL |achi1| 3445698166 NIL NIL) (PUBCHEM "5288642" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C01177" NIL |sreddy| 3300739007 NIL NIL))	((BIGG "mi1p__D" NIL |kothari| 3661871748 NIL NIL) (METABOLIGHTS "MTBLC58433" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB02985" NIL |kothari| 3608602027 NIL NIL) (CHEMSPIDER "16744063" NIL |kothari| 3563632085 NIL NIL) (CHEBI "58433" NIL |taltman| 3498180761 NIL NIL) (KNAPSACK "C00007483" NIL |achi1| 3445698166 NIL NIL) (PUBCHEM "5288642" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C01177" NIL |sreddy| 3300739007 NIL NIL))	
	D-6-P-GLUCONO-DELTA-LACTONE	6-phospho D-glucono-1,5-lactone	((BIGG "6pgl" NIL |kothari| 3661824225 NIL NIL) (METABOLIGHTS "MTBLC57955" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01127" NIL |kothari| 3608602266 NIL NIL) (BIGG "37157" NIL |kothari| 3584718837 NIL NIL) (CHEBI "57955" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "46926335" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C01236" NIL |kr| 3346617699 NIL NIL) (CAS "2641-81-8"))	((BIGG "6pgl" NIL |kothari| 3661824225 NIL NIL) (METABOLIGHTS "MTBLC57955" NIL |kothari| 3608991478 NIL NIL) (HMDB "HMDB01127" NIL |kothari| 3608602266 NIL NIL) (CHEBI "57955" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "46926335" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C01236" NIL |kr| 3346617699 NIL NIL) (CAS "2641-81-8"))	
	4-CYTIDINE-5-DIPHOSPHO-2-C	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	((BIGG "4c2me" NIL |kothari| 3661824226 NIL NIL) (BIGG "216317" NIL |kothari| 3584718837 NIL NIL) (CHEBI "57823" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "24970669" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C11435" NIL |kr| 3346617701 NIL NIL))	((BIGG "4c2me" NIL |kothari| 3661824226 NIL NIL) (CHEBI "57823" NIL |ong| 3523630741 NIL NIL) (PUBCHEM "24970669" NIL |ong| 3523387880 NIL NIL) (LIGAND-CPD "C11435" NIL |kr| 3346617701 NIL NIL))	
	QUININE	quinine	((PUBCHEM "6999115" NIL |kothari| 3728310938 NIL NIL) (CHEBI "137041" NIL |kothari| 3728316183 NIL NIL) (CHEBI "15854" NIL |kothari| 3594051287 NIL NIL) (HMDB "HMDB14611" NIL |kothari| 3608602477 NIL NIL) (CHEMSPIDER "5366663" NIL |kothari| 3563631867 NIL NIL) (PUBCHEM "11920271" NIL |taltman| 3466375284 NIL NIL) (LIGAND-CPD "C06526" NIL |kr| 3410284649 NIL NIL))	((CHEBI "137041" NIL |kothari| 3728316183 NIL NIL) (PUBCHEM "6999115" NIL |kothari| 3728310938 NIL NIL) (HMDB "HMDB14611" NIL |kothari| 3608602477 NIL NIL) (CHEMSPIDER "5366663" NIL |kothari| 3563631867 NIL NIL) (LIGAND-CPD "C06526" NIL |kr| 3410284649 NIL NIL))	
